date,open,low,high,close,volume,ticker,hl2,rsi,sma_50,diff_sma50,sma_100,diff_sma100,sma_200,diff_sma200,bb_lower,bb_upper,diff_upper_bb,diff_lower_bb,local,local_text
2017-07-28,19.559999465942383,19.290000915527344,22.110000610351562,21.700000762939453,9493100,RDFN,20.700000762939453,,,,,,,,,,,,,
2017-07-31,22.43000030517578,22.290000915527344,25.110000610351562,24.1299991607666,4397900,RDFN,23.700000762939453,,,,,,,,,,,,,
2017-08-01,26.25,25.299999237060547,28.700000762939453,26.479999542236328,3757700,RDFN,27.0,,,,,,,,,,,,,
2017-08-02,28.450000762939453,27.700000762939453,31.190000534057617,31.059999465942383,3666200,RDFN,29.445000648498535,,,,,,,,,,,,,
2017-08-03,33.38999938964844,26.510000228881836,33.4900016784668,27.200000762939453,5771200,RDFN,30.000000953674316,,,,,,,,19.84050568877384,32.38749418915585,19.071666473202686,-27.056966425504935,maximum,$33.49
2017-08-04,27.739999771118164,25.510000228881836,27.760000228881836,25.84000015258789,1670600,RDFN,26.635000228881836,,,,,,,,22.349860376354997,31.534139257434063,22.03614191649259,-13.50673280039959,,
2017-08-07,25.719999313354492,24.700000762939453,28.219999313354492,25.270000457763672,2618200,RDFN,26.460000038146973,,,,,,,,23.072391566234693,31.267608586353198,23.734103759174594,-8.69651306576772,,
2017-08-08,25.6200008392334,24.440000534057617,25.899999618530273,25.520000457763672,1311400,RDFN,25.170000076293945,,,,,,,,22.683811373674885,31.272189145123946,22.539923919203343,-11.113593390340103,,
2017-08-09,25.0,24.719999313354492,26.579999923706055,26.329999923706055,982900,RDFN,25.649999618530273,,,,,,,,24.66593138877485,27.398069313129447,4.056473196043431,-6.320047625343783,,
2017-08-10,26.0,25.110000610351562,26.399999618530273,25.440000534057617,597600,RDFN,25.755000114440918,,,,,,,,24.931990053134797,26.428010557216766,3.88368711642304,-1.9968965025874308,,
2017-08-11,25.030000686645508,24.209999084472656,25.923999786376953,24.850000381469727,636500,RDFN,25.066999435424805,,,,,,,,24.5159033851085,26.448097316795796,6.430973484079883,-1.3444546930886814,,
2017-08-14,25.110000610351562,24.5,25.309999465942383,24.959999084472656,554900,RDFN,24.90499973297119,,,,,,,,24.371191082636404,26.468809069951487,6.044912022522642,-2.359006504141037,,
2017-08-15,24.84000015258789,24.549999237060547,28.850000381469727,28.59000015258789,2016300,RDFN,26.699999809265137,,,,,,,,23.272997130271303,28.795002900246278,0.7170435346773862,-18.597422154386756,,
2017-08-16,28.850000381469727,26.64299964904785,30.209999084472656,27.190000534057617,2240700,RDFN,28.426499366760254,,,,,,,,23.289876380375308,29.122123894282897,7.106007069787079,-14.343964976378343,,
2017-08-17,26.90999984741211,26.0,28.4689998626709,26.579999923706055,1332900,RDFN,27.23449993133545,57.30499670121809,,,,,,,23.61649431927078,29.251505711246796,10.050811870612876,-11.149381538531134,,
2017-08-18,26.59000015258789,25.309999465942383,27.2450008392334,26.700000762939453,1145700,RDFN,26.27750015258789,57.7062421754014,,,,,,,24.47159803199418,29.136402151111287,9.125098571359015,-8.346077405504705,,
