date,open,low,high,close,volume,ticker,hl2,rsi,sma_50,diff_sma50,sma_100,diff_sma100,sma_200,diff_sma200,bb_lower,bb_upper,diff_upper_bb,diff_lower_bb,local,local_text
2021-08-05,19.0,18.549999237060547,22.0,21.389999389648438,4567200,EWCZ,20.274999618530273,,,,,,,,,,,,,
2021-08-06,22.0,21.5,24.700000762939453,22.350000381469727,877600,EWCZ,23.100000381469727,,,,,,,,,,,,,
2021-08-09,27.8799991607666,22.020000457763672,27.8799991607666,22.260000228881836,478400,EWCZ,24.949999809265137,,,,,,,,,,,,,
2021-08-10,21.549999237060547,20.84000015258789,24.46500015258789,24.0,765900,EWCZ,22.65250015258789,,,,,,,,,,,,,
2021-08-11,23.59000015258789,22.5,26.0,23.459999084472656,474900,EWCZ,24.25,,,,,,,,20.837388326705273,24.546611307083786,4.63176583553373,-11.179074425042057,,
2021-08-12,23.709999084472656,20.6200008392334,23.709999084472656,21.649999618530273,174500,EWCZ,22.164999961853027,,,,,,,,21.029002719474224,24.45899700586757,12.974584003840217,-2.8683460046093345,,
2021-08-13,21.40999984741211,20.1299991607666,22.100000381469727,21.3700008392334,112600,EWCZ,21.114999771118164,,,,,,,,20.505045837043387,24.590954071403882,15.072312146366906,-4.0475197389886475,,
2021-08-16,21.809999465942383,21.110000610351562,23.540000915527344,23.350000381469727,269900,EWCZ,22.325000762939453,,,,,,,,20.66082204772832,24.8711779217541,6.514678866950097,-11.51682351095593,,
2021-08-17,23.6299991607666,22.139999389648438,24.989999771118164,23.93000030517578,399400,EWCZ,23.5649995803833,,,,,,,,20.679151107727037,24.824848983825696,3.73944282172185,-13.584827229382125,,
2021-08-18,24.190000534057617,23.450000762939453,24.990999221801758,24.020000457763672,262400,EWCZ,24.220499992370605,,,,,,,,20.598657874206566,25.129342766662575,4.6184108566090565,-14.243724056430107,,
2021-08-19,23.84000015258789,22.639999389648438,24.59000015258789,23.709999084472656,171700,EWCZ,23.614999771118164,,,,,,,,21.314793005203477,25.237207422042616,6.441199479295245,-10.10209266873302,,
2021-08-20,23.700000762939453,23.549999237060547,24.610000610351562,24.520000457763672,431000,EWCZ,24.079999923706055,,,,,,,,23.137562441301046,24.674437833357157,0.6298424661920654,-5.638001593205145,,
2021-08-23,24.530000686645508,22.899999618530273,24.829999923706055,23.739999771118164,174700,EWCZ,23.864999771118164,,,,,,,,23.400136261201467,24.567863769316112,3.4872114834858525,-1.431607047992356,,
2021-08-24,24.190000534057617,22.770000457763672,24.469999313354492,22.90999984741211,129600,EWCZ,23.619999885559082,,,,,,,,22.7336342861948,24.826365561217308,8.36475655420692,-0.769819128729643,,
