date,open,low,high,close,volume,ticker,hl2,rsi,sma_50,diff_sma50,sma_100,diff_sma100,sma_200,diff_sma200,bb_lower,bb_upper,diff_upper_bb,diff_lower_bb,local,local_text
2005-12-30,14.619999885559082,14.579999923706055,15.0,15.0,1900,USAP,14.789999961853027,,,,,,,,,,,,,
2006-01-03,15.239999771118164,14.9399995803833,15.239999771118164,14.979999542236328,18600,USAP,15.089999675750732,,,,,,,,,,,,,
2006-01-04,15.220000267028809,14.960000038146973,15.390000343322754,15.390000343322754,54600,USAP,15.175000190734863,,,,,,,,,,,,,
2006-01-05,15.600000381469727,15.600000381469727,16.100000381469727,16.040000915527344,25200,USAP,15.850000381469727,,,,,,,,,,,,,
2006-01-06,16.200000762939453,16.139999389648438,16.25,16.149999618530273,5800,USAP,16.19499969482422,,,,,,,,14.513649090201163,16.510351077645517,2.2312784373182293,-10.13220165312937,,
2006-01-09,16.229999542236328,16.149999618530273,16.450000762939453,16.399999618530273,38500,USAP,16.300000190734863,,,,,,,,14.74117930570914,16.842820709549645,2.700128666582602,-10.11475824027972,,
2006-01-10,16.290000915527344,16.239999771118164,16.440000534057617,16.389999389648438,13600,USAP,16.34000015258789,,,,,,,,15.335938312676449,16.812061641547185,2.575120607785464,-6.43112334487157,,
2006-01-11,16.5,16.420000076293945,16.700000762939453,16.700000762939453,7800,USAP,16.5600004196167,,,,,,,,15.878423802393657,16.79357631967666,0.5603326494743044,-4.919622293485371,,
2006-01-12,16.739999771118164,16.3799991607666,16.799999237060547,16.639999389648438,14800,USAP,16.589999198913574,,,,,,,,16.061517305596364,16.850482206122383,1.264920818476023,-3.4764549595593164,,
2006-01-13,16.850000381469727,16.299999237060547,16.979999542236328,16.899999618530273,17100,USAP,16.639999389648438,,,,,,,,16.22075147387672,16.99124803784203,0.539931487404921,-4.019219881571956,,
2006-01-17,17.040000915527344,16.780000686645508,17.299999237060547,17.299999237060547,25500,USAP,17.039999961853027,,,,,,,,16.177578996734745,17.39442036239611,0.5457868757201556,-6.487978553902596,,
2006-01-18,16.850000381469727,16.56999969482422,17.219999313354492,16.68000030517578,15400,USAP,16.894999504089355,,,,,,,,16.35384136530458,17.334158360037218,3.921810808711146,-1.9553892919893734,,
2006-01-19,17.790000915527344,17.309999465942383,18.299999237060547,17.729999542236328,84300,USAP,17.804999351501465,,,,,,,,16.224215440880215,17.87578379618033,0.822246236367441,-8.492860351005882,,
2006-01-20,17.799999237060547,16.709999084472656,17.969999313354492,17.8700008392334,22100,USAP,17.339999198913574,,,,,,,,16.37768820269732,18.214311614197207,1.9267529870948819,-8.35093769699059,,
2006-01-23,17.959999084472656,17.959999084472656,18.489999771118164,18.299999237060547,56200,USAP,18.22499942779541,83.45166018663029,,,,,,,16.475702009921065,18.67629765438558,2.05627559023589,-9.968837722380751,,
2006-01-24,18.540000915527344,18.5,19.149999618530273,19.0,70600,USAP,18.824999809265137,86.52011679470438,,,,,,,16.396284550129018,19.435715419353407,2.293239049228468,-13.703765525636747,,
2006-01-25,19.270000457763672,19.040000915527344,19.639999389648438,19.299999237060547,32400,USAP,19.34000015258789,87.58278137132521,,,,,,,17.20653356739231,19.673465974844017,1.9350608940249314,-10.84697281048742,,
2006-01-26,19.6200008392334,18.5,19.6200008392334,18.989999771118164,25100,USAP,19.0600004196167,80.51904969275995,,,,,,,17.640266712233988,19.743732921555072,3.9691056320245943,-7.107599131923015,,
2006-01-27,19.389999389648438,19.389999389648438,20.18000030517578,19.65999984741211,31500,USAP,19.78499984741211,83.59804881910355,,,,,,,18.154142217266628,19.945857019793916,1.454003939981896,-7.659499704135053,minimum,
2006-01-30,19.809999465942383,19.290000915527344,19.860000610351562,19.3799991607666,15800,USAP,19.575000762939453,78.0464090222056,,,,,,,18.76295307430702,19.76904613223595,2.00746639998286,-3.1839324725500773,,
2006-01-31,19.450000762939453,18.84000015258789,19.450000762939453,19.110000610351562,19400,USAP,19.145000457763672,73.01137199885827,,,,,,,18.825415996380308,19.75058345430329,3.352081755584746,-1.4891920715957463,,
2006-02-01,19.010000228881836,18.360000610351562,19.040000915527344,18.6299991607666,14200,USAP,18.700000762939453,64.98484567362759,,,,,,,18.45513184438712,19.85286757577889,6.563974611376033,-0.9386329804444538,,
2006-02-02,18.1299991607666,17.530000686645508,18.299999237060547,17.68000030517578,16200,USAP,17.914999961853027,52.64845826473137,,,,,,,17.502588743767383,20.281410890021682,14.713860520038246,-1.0034590404190302,,
2006-02-03,17.559999465942383,17.559999465942383,19.5,18.969999313354492,52300,USAP,18.52999973297119,62.937252761798504,,,,,,,17.576164869425465,19.93183455074055,5.070296637854632,-7.347572453246198,,
2006-02-06,19.25,19.100000381469727,19.950000762939453,19.389999389648438,43400,USAP,19.52500057220459,65.56102011555744,,,,,,,17.57389352744533,19.93810598427342,2.8267489008668933,-9.366198655852752,,
2006-02-07,19.799999237060547,18.75,19.799999237060547,18.829999923706055,11600,USAP,19.274999618530273,59.511618666391165,,,,,,,17.5646764884832,19.835322748577347,5.338942267363689,-6.719720872807189,,
2006-02-08,18.670000076293945,18.040000915527344,18.81999969482422,18.799999237060547,15600,USAP,18.43000030517578,59.196487824756304,,,,,,,17.598916159693545,19.869083107884578,5.686616564944003,-6.388740032495854,,
2006-02-09,18.799999237060547,18.309999465942383,18.889999389648438,18.8799991607666,23000,USAP,18.59999942779541,59.807676531276584,,,,,,,18.542332919821803,19.405665889992648,2.784251867544585,-1.7884865251820758,,
2006-02-10,19.049999237060547,18.049999237060547,19.049999237060547,18.399999618530273,7800,USAP,18.549999237060547,54.52992868131405,,,,,,,18.229190609605748,19.49080832227902,5.928308295453522,-0.9283098503573117,,
2006-02-13,18.719999313354492,17.559999465942383,19.239999771118164,18.020000457763672,37400,USAP,18.399999618530273,50.714442704282625,,,,,,,17.92465633969989,19.247343019430968,6.81100183401222,-0.5291016406312243,,
2006-02-14,18.100000381469727,18.049999237060547,18.229999542236328,18.219999313354492,3800,USAP,18.139999389648438,52.594508891181164,,,,,,,17.80265621762958,19.125342897360657,4.9689550939916005,-2.2905769014986643,,
2006-02-15,18.56999969482422,18.56999969482422,19.030000686645508,18.969999313354492,12700,USAP,18.800000190734863,58.92262685416153,,,,,,,17.758227321555296,19.237771823952514,1.4115578296806541,-6.387833609177484,,
2006-02-16,19.420000076293945,18.56999969482422,19.420000076293945,18.969999313354492,11900,USAP,18.994999885559082,58.92262685416153,,,,,,,17.736605585359463,19.295393621183507,1.7153100664581755,-6.501812191035484,,
2006-02-17,18.600000381469727,18.600000381469727,19.18000030517578,19.0,9100,USAP,18.890000343322754,59.17544409279202,,,,,,,17.78365275960059,19.48834659953027,2.570245260685633,-6.401827581049535,,
2006-02-21,19.0,18.719999313354492,19.25,19.0,10600,USAP,18.984999656677246,59.175444092792006,,,,,,,18.219411333847564,19.444587842177828,2.3399360114622514,-4.108361400802297,,
2006-02-22,19.149999618530273,19.010000228881836,19.3700008392334,19.1200008392334,15400,USAP,19.190000534057617,60.30868428992681,,,,,,,18.90071540502429,19.123284381352665,0.017173336690068375,-1.1468902959415384,,
2006-02-23,19.18000030517578,18.299999237060547,19.18000030517578,18.780000686645508,7800,USAP,18.739999771118164,55.59944788405433,,,,,,,18.75432771325599,19.19367262243737,2.202725882145584,-0.13670379366799157,,
2006-02-24,19.239999771118164,18.8799991607666,19.5,19.440000534057617,26500,USAP,19.1899995803833,61.83019329260734,,,,,,,18.636000329476254,19.50000049449836,0.308641763335471,-4.13580340788987,,
2006-02-27,19.59000015258789,19.0,19.81999969482422,19.25,47500,USAP,19.40999984741211,59.252370636822285,,,,,,,18.671431373097867,19.56456945087674,1.634127017541509,-3.0055513085825103,,
2006-02-28,19.6299991607666,19.309999465942383,19.700000762939453,19.489999771118164,60300,USAP,19.505000114440918,61.4393156050556,,,,,,,18.70553441910479,19.726466313317086,1.213271138921912,-4.024963372117929,,
2006-03-01,19.729999542236328,19.5,20.450000762939453,20.0,79100,USAP,19.975000381469727,65.65737959490087,,,,,,,18.603949861923642,20.180050534804874,0.9002526740243599,-6.980250690381795,,
2006-03-02,20.100000381469727,19.75,20.100000381469727,20.059999465942383,25400,USAP,19.925000190734863,66.12682600311916,,,,,,,19.00284607484549,20.293153833601774,1.162285014290454,-5.269957224533906,,
2006-03-03,20.229999542236328,19.899999618530273,20.25,20.079999923706055,17600,USAP,20.074999809265137,66.29223524826382,,,,,,,19.093815234737534,20.45818442956911,1.8833889805775161,-4.911278350176939,,
2006-03-06,20.489999771118164,20.1200008392334,21.0,20.899999618530273,61800,USAP,20.5600004196167,72.27083089311331,,,,,,,19.200938551604423,21.011060960114328,0.5313939885701613,-8.12947893749929,,
2006-03-07,21.0,20.729999542236328,21.25,21.09000015258789,72000,USAP,20.989999771118164,73.44606381439306,,,,,,,19.48760960000922,21.36439006429742,1.301042720361778,-7.597868852466783,,
2006-03-08,21.200000762939453,20.899999618530273,21.34000015258789,21.200000762939453,90800,USAP,21.119999885559082,74.12968232014128,,,,,,,19.673902609527904,21.65809735995452,2.160832927024625,-7.19857593627723,,
2006-03-09,21.360000610351562,21.06999969482422,21.450000762939453,21.209999084472656,39900,USAP,21.260000228881836,74.19471180364015,,,,,,,20.050058979265263,21.74194083762927,2.5079763136153677,-5.468836187063109,,
2006-03-10,21.100000381469727,20.239999771118164,21.350000381469727,21.200000762939453,68600,USAP,20.795000076293945,73.99440665237533,,,,,,,20.8830186626105,21.35698148997739,0.7404751008894372,-1.4951985326485562,,
2006-03-13,21.25,21.100000381469727,22.139999389648438,22.0,34900,USAP,21.619999885559082,78.90235793486329,,,,,,,20.67414747548943,22.00585282968635,0.026603771301592083,-6.0266023841389575,,
2006-03-14,22.25,21.639999389648438,22.25,21.760000228881836,50600,USAP,21.94499969482422,74.36790438159596,18.624999866485595,16.832216831515034,,,,,20.79381208906898,22.15418824662438,1.8115257977770582,-4.4402028017005435,,
2006-03-15,22.290000915527344,21.25,22.290000915527344,21.299999237060547,46400,USAP,21.770000457763672,66.48167260281701,18.75099985122681,13.593938488922586,,,,,20.84191367867449,22.146086046667303,3.9722386850353564,-2.150636501380798,,
2006-03-16,21.299999237060547,21.270000457763672,21.649999618530273,21.479999542236328,59200,USAP,21.460000038146973,67.91544169785345,18.880999851226807,13.765159215552082,,,,,20.95708201967415,22.13891788877312,3.0675901330498245,-2.4344391699541723,,
2006-03-17,21.5,21.329999923706055,21.93000030517578,21.479999542236328,25400,USAP,21.630000114440918,67.91544169785345,19.002799835205078,13.035972217325176,,,,,21.110586485834013,22.097412934332006,2.87436408404782,-1.7198001130118046,,
